epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,3865.96,0.92527,0.68372,1.10905,0.93488,0.86849,0.93108,0.68843,0.9481,0.4778,0.89139,3.90006e-05,3.90006e-05,3.90006e-05
63,3923.82,0.9278,0.68824,1.11203,0.93719,0.86864,0.93158,0.68776,0.95099,0.47811,0.89245,3.80006e-05,3.80006e-05,3.80006e-05
64,3982.17,0.92868,0.68406,1.10692,0.93489,0.86971,0.93156,0.68709,0.94887,0.47547,0.89166,3.70006e-05,3.70006e-05,3.70006e-05
65,4041.44,0.93128,0.68695,1.11097,0.93516,0.87037,0.93183,0.6866,0.95003,0.47625,0.89192,3.60006e-05,3.60006e-05,3.60006e-05
66,4099.73,0.93272,0.68339,1.11136,0.93534,0.86939,0.93149,0.68693,0.95006,0.47646,0.89204,3.50007e-05,3.50007e-05,3.50007e-05
67,4157.5,0.92423,0.68233,1.10777,0.93446,0.87028,0.9309,0.68737,0.94722,0.47581,0.89163,3.40007e-05,3.40007e-05,3.40007e-05
68,4217.07,0.9254,0.68538,1.10747,0.93277,0.86943,0.93081,0.68686,0.94822,0.47632,0.89173,3.30007e-05,3.30007e-05,3.30007e-05
69,4276.22,0.92683,0.6828,1.10891,0.93067,0.87226,0.93165,0.68729,0.94759,0.47667,0.89159,3.20007e-05,3.20007e-05,3.20007e-05
70,4337.63,0.91979,0.67487,1.10289,0.93012,0.87208,0.93258,0.68724,0.94875,0.47684,0.89199,3.10007e-05,3.10007e-05,3.10007e-05
71,4399.35,0.92372,0.68069,1.10834,0.93198,0.87297,0.93299,0.68798,0.94877,0.4762,0.89217,3.00007e-05,3.00007e-05,3.00007e-05
72,4460.79,0.92221,0.67628,1.10696,0.93271,0.87219,0.93277,0.688,0.94973,0.47777,0.8922,2.90007e-05,2.90007e-05,2.90007e-05
73,4520.36,0.92473,0.68416,1.1089,0.93159,0.87301,0.93212,0.68755,0.94965,0.47806,0.89216,2.80007e-05,2.80007e-05,2.80007e-05
74,4579.12,0.92451,0.6771,1.10699,0.9319,0.87367,0.93132,0.68761,0.95046,0.47904,0.89237,2.70007e-05,2.70007e-05,2.70007e-05
75,4638.28,0.9247,0.68003,1.10834,0.9339,0.87244,0.93155,0.68797,0.94968,0.47874,0.89228,2.60007e-05,2.60007e-05,2.60007e-05
76,4696.65,0.91798,0.67631,1.10248,0.93158,0.87344,0.9309,0.68784,0.94976,0.47896,0.89223,2.50007e-05,2.50007e-05,2.50007e-05
77,4756.82,0.9274,0.68675,1.10818,0.92987,0.87367,0.93134,0.68761,0.94995,0.48007,0.89234,2.40008e-05,2.40008e-05,2.40008e-05
78,4815.54,0.91906,0.67484,1.10217,0.93068,0.87328,0.93115,0.68766,0.95014,0.47991,0.89249,2.30008e-05,2.30008e-05,2.30008e-05
79,4875.23,0.92197,0.67466,1.1054,0.93159,0.87344,0.93167,0.6879,0.95016,0.47949,0.89253,2.20008e-05,2.20008e-05,2.20008e-05
80,4936.25,0.91778,0.67418,1.10532,0.92959,0.87391,0.93146,0.6877,0.9503,0.48044,0.89251,2.10008e-05,2.10008e-05,2.10008e-05
81,4999.51,0.91625,0.66917,1.10161,0.92746,0.87462,0.93057,0.68758,0.95085,0.48021,0.89268,2.00008e-05,2.00008e-05,2.00008e-05
82,5058.17,0.91627,0.67022,1.10252,0.93074,0.87297,0.93074,0.68762,0.95065,0.48014,0.89263,1.90008e-05,1.90008e-05,1.90008e-05
83,5117.8,0.92131,0.674,1.10586,0.92926,0.87273,0.93062,0.68743,0.95044,0.48069,0.89267,1.80008e-05,1.80008e-05,1.80008e-05
84,5177.82,0.91737,0.67585,1.10346,0.92881,0.87328,0.93074,0.68713,0.95047,0.48115,0.89268,1.70008e-05,1.70008e-05,1.70008e-05
